ISBN10,title,brand,discount,initial_price,final_price
198482564X,The Skinnytaste Air Fryer Cookbook: The 75 Best Healthy Recipes for Your Air Fryer,Gina Homolka,7.94,22.0,14.06
1982101946,Idiot: Life Stories from the Creator of Help Helen Smash,Laura Clery,10.51,25.0,14.49
1982101954,Idiot: Life Stories from the Creator of Help Helen Smash,Laura Clery,4.44,16.99,12.55
1984880985,The Thursday Murder Club: A Novel (A Thursday Murder Club Mystery),Richard Osman,3.61,17.0,13.39
1984881663,The Push: A Novel,Ashley Audrain,6.31,26.0,19.69
1982110562,The Institute: A Novel,Stephen King,15.04,30.0,14.96
1982110570,The Institute: A Novel,Stephen King,2.75,10.99,8.24
1982110589,The Institute: A Novel,Stephen King,6.06,19.99,13.93
1982110996,The Perks of Being a Wallflower: 20th Anniversary Edition,Stephen Chbosky,6.61,24.0,17.39
1982127791,It: A Novel,Stephen King,4.01,19.99,15.98
1984898876,Hamnet,Maggie O'Farrell,3.31,16.95,13.64
198213173X,Rage,Bob Woodward,19.62,30.0,10.38
1982131802,Doctor Sleep,Stephen King,4.96,18.99,14.03
198213190X,The Book of Lost Names,Kristin Harmel,6.3,16.99,10.69
1982133279,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens,8.4,28.0,19.6
1982134488,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,Jay Shetty,14.0,27.0,13.0
1982137347,Invisible Girl: A Novel,Lisa Jewell,4.22,17.0,12.78
1982137444,In Five Years: A Novel,Rebecca Serle,15.05,27.0,11.95
1982137452,In Five Years: A Novel,Rebecca Serle,5.94,17.0,11.06
1982137975,If It Bleeds,Stephen King,16.43,30.0,13.57
1982139137,Life After Death: A Novel,Sister Souljah,10.12,27.0,16.88
1982141468,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,by Mary L. Trump Ph.D. (Author),15.05,28.0,12.95
1982148039,The Room Where It Happened: A White House Memoir,by John Bolton (Author),19.51,32.5,12.99
1982149973,Live Free Or Die: America (and the World) on the Brink,Sean Hannity,16.01,30.0,13.99
1982151242,Melania and Me: The Rise and Fall of My Friendship with the First Lady,Stephanie Winston Wolkoff,14.06,28.0,13.94
1982154853,Fortune and Glory: Tantalizing Twenty-Seven (Stephanie Plum),Janet Evanovich,3.52,17.0,13.48
1982157992,The Answer Is . . .: Reflections on My Life,Alex Trebek,11.84,26.0,14.16
1982158115,The Terminal List: A Thriller,Jack Carr,4.87,17.0,12.13
1982159375,On Writing: A Memoir of the Craft (Reissue),Stephen King,3.41,18.0,14.59
1982164883,Enemy at the Gates (20) (A Mitch Rapp Novel),Kyle Mills,14.91,28.99,14.08
1982173610,Billy Summers,Stephen King,15.0,30.0,15.0
198217367X,State of Terror: A Novel,Louise PennyHillary Rodham Clinton,15.0,30.0,15.0
1982182911,Peril,Bob Woodward,15.0,30.0,15.0
1979369658,Dad Jokes: Terribly Good Dad Jokes,Share The Love Gifts,2.0,8.99,6.99
9176374882,Communist Manifesto (Chiron Academic Press - The Original Authoritative Edition) (2016),Karl MarxFriedrich Engels,6.81,19.64,12.83
9789386217967,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","by The Committee on Nomenclature and Statistics of the American Psychiatric Association (Author), Chairman Ernest M Gruenberg (Editor)",7.03,35.98,28.95
9789387779266,My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,2.0,19.99,17.99
,"200 Must Know Sight Words Activity Workbook: Learn, Trace & Practice The 200 Most Common High Frequency Words For Kids Learning To Write & Read. | Ages 5-8",Smart Kids Notebooks,1.0,6.99,5.99
1419741853,Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),Jeff Kinney,5.51,14.99,9.48
1419741934,The Third Wheel (Diary of a Wimpy Kid #7),Jeff Kinney,6.0,14.99,8.99
0007350813,Wuthering Heights (Collins Classics),Emily Brontë,1.06,7.99,6.93
