ISBN10,title,brand,discount,initial_price,final_price
0802148506,Shuggie Bain: A Novel,Douglas Stuart,4.83,17.0,12.17
0804187061,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,16.0,35.0,19.0
0804190119,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.57,9.99,5.42
9780807000007,Man's Search for Meaning,Viktor E. Frankl,3.5,26.95,23.45
080241270X,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,8.42,15.99,7.57
9780807014271,Man's Search for Meaning,Viktor E. Frankl,6.61,15.0,8.39
0807047414,White Fragility: Why It's So Hard for White People to Talk About Racism,"by Dr. Robin DiAngelo (Author), Michael Eric Dyson (Foreword)",7.84,16.0,8.16
0807060100,"Man's Search for Meaning, Gift Edition",Viktor E. Frankl,8.6,22.95,14.35
0807220299,Harry Potter and the Order of the Phoenix (Book 5),J.K. Rowling,25.17,75.0,49.83
0807282324,Harry Potter and the Prisoner of Azkaban (Book 3),J.K. Rowling,12.31,55.0,42.69
0807282596,Harry Potter and the Goblet of Fire (Book 4),J.K. Rowling,17.4,70.0,52.6
9780812980028,I Know Why the Caged Bird Sings,Maya Angelou,2.51,18.0,15.49
081298160X,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,7.05,18.0,10.95
0812983459,The Unlikely Pilgrimage of Harold Fry: A Novel,Rachel Joyce,6.0,17.0,11.0
9780812984965,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,7.89,17.0,9.11
081298840X,When Breath Becomes Air,Paul KalanithiAbraham Verghese,11.37,26.0,14.63
0812993543,Between the World and Me,Ta-Nehisi Coates,13.08,26.0,12.92
0812994523,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,12.01,28.0,15.99
9780812997798,Inner Engineering: A Yogi's Guide to Joy,Sadhguru,6.12,26.0,19.88
9780849946158,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd BurpoLynn Vincent,8.41,17.99,9.58
0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Morgan Housel,2.1,18.99,16.89
0857199099,"The Psychology of Money - hardback: Timeless lessons on wealth, greed, and happiness",Morgan Housel,11.17,27.0,15.83
0811877825,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey RinkerTom Lichtenheld,2.5,16.99,14.49
0811879542,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)",Herve Tullet,7.01,15.99,8.98
0812419537,The Autobiography of Malcolm X,Alex Haley,2.11,18.8,16.69
0894864025,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,3.96,16.95,12.99
0887431453,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,7.0,12.99,5.99
088743147X,"School Zone - Big First Grade Workbook - 320 Pages, Ages 6 to 7, 1st Grade, Beginning Reading, Phonics, Spelling, Basic Math, Word Problems, Time, Money, and More (School Zone Big Workbook Series)",School Zone,12.06,17.59,5.53
0887432719,"School Zone - Go Fish Alphabet Game Cards - Ages 4 and Up, Preschool to First Grade, Uppercase and Lowercase Letters, ABCs, Word-Picture Recognition, Animals, Card Game, Matching, and More",School Zone,1.92,4.59,2.67
0875167349,The Invisible String,Patrice Karst,7.96,16.95,8.99
0890425558,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,19.63,160.0,179.63
0920668364,Love You Forever,Sheila McGraw,2.49,14.95,12.46
0920668372,Love You Forever,Sheila McGraw,0.97,5.95,4.98
091386613X,The Rider Tarot Deck,Arthur Edward Waite,2.19,21.95,19.76
0964729237,The Shack: Where Tragedy Confronts Eternity,William P. Young,7.74,15.99,8.25
0964729288,The Shack,by Wm. Paul Young (Author),3.0,19.99,16.99
0991132394,"A Touch of Darkness (Hades X Persephone, 1)",Scarlett St. Clair,3.44,25.99,22.55
0991243560,The Restaurant,Pamela M. Kelley,2.21,12.99,10.78
0997426586,Her,Pierre Alex Jeanty,12.4,26.99,14.59
098641641X,The Moonlight Child,Karen McQuestion,1.3,12.99,11.69
1101883081,Lilac Girls: A Novel (Woolsey-Ferriday),Martha Hall Kelly,6.95,17.0,10.05
110188424X,Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,2.51,9.99,7.48
1101903910,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,4.47,29.99,25.52
1101904216,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,3.71,18.0,14.29
1101904240,Dark Matter: A Novel,Blake Crouch,2.01,17.0,14.99
1101934182,The Book Thief (Anniversary Edition),Markus Zusak,5.5,19.99,14.49
9781101946343,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,6.16,17.99,11.83
1101947136,Homegoing: A novel,Yaa Gyasi,11.51,30.0,18.49
1101965487,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast for Crows / A Dance with Dragons (Song of Ice and Fire Series) (A Song of Ice and Fire),George R. R. Martin,22.01,85.0,62.99
1101967706,The Rooster Bar: A Novel,John Grisham,2.64,9.99,7.35
1101971061,Homegoing,Yaa Gyasi,3.42,16.95,13.53
1101991062,Peace Talks (Dresden Files),Jim Butcher,2.51,9.99,7.48
1250147603,Me: Elton John Official Autobiography,Elton John,14.86,30.0,15.14
1250147700,Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,5.7,14.99,9.29
1250816424,The Meaning of Mariah Carey,Mariah Carey,3.0,19.99,16.99
1250158060,Fire and Fury: Inside the Trump White House,Michael Wolff,20.53,30.0,9.47
1250830745,"The Invisible Life of Addie LaRue, Special Edition",V. E. Schwab,10.11,29.99,19.88
1250832365,"The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)",Robert Jordan,10.75,18.99,8.24
9781328471222,The Giver (25th Anniversary Edition): 25th Anniversary Edition (Giver Quartet),Lois Lowry,5.43,18.99,13.56
125085055X,"Dawnshard (The Stormlight Archive, 5)",Brandon Sanderson,1.0,10.99,9.99
1250164680,The Meaning of Mariah Carey,Mariah Carey,16.28,29.99,13.71
1250166535,"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,6.0,21.99,15.99
9781250169440,Call Me by Your Name: A Novel,André Aciman,10.04,17.0,6.96
1250170974,"Children of Blood and Bone (Legacy of Orisha, 1)",Tomi Adeyemi,6.0,18.99,12.99
1250178606,The Four Winds: A Novel,Kristin Hannah,14.99,28.99,14.0
1250181909,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),Monica Sweeney,6.0,14.99,8.99
1250182492,"The Mirror & the Light: A Novel (Wolf Hall Trilogy, 3)",Hilary Mantel,6.31,18.0,11.69
9781250183866,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,14.5,28.99,14.49
125019623X,"The Shadow and Bone Trilogy Boxed Set: Shadow and Bone, Siege and Storm, Ruin and Rising",Leigh Bardugo,13.19,32.97,19.78
1328662055,"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed",Lori Gottlieb,11.34,28.0,16.66
1338596705,"Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (Illustrated edition) (1)",Minalima,19.43,37.99,18.56
1338600834,The Dinky Donkey,Craig Smith,3.57,7.99,4.42
125020710X,Hideaway: A Novel,Nora Roberts,14.46,28.99,14.53
132885213X,"Good Night, Little Blue Truck",Alice Schertle,7.22,17.99,10.77
1250209765,American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,11.24,27.99,16.75
1328869334,1984,George Orwell,11.01,22.0,10.99
1328879941,The Handmaid's Tale,Margaret Atwood,10.01,25.0,14.99
1338635174,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,14.0,27.99,13.99
1250214718,"All Systems Red: The Murderbot Diaries (The Murderbot Diaries, 1)",Martha Wells,6.3,17.99,11.69
1250217288,The House in the Cerulean Sea,TJ Klune,13.1,27.99,14.89
1250217318,House in the Cerulean Sea,TJ Klune,4.31,18.99,14.68
1250220254,Apples Never Fall,Liane Moriarty,10.58,28.99,18.41
1250229537,The Great Alone: A Novel,Kristin Hannah,6.3,17.99,11.69
9781250012166,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,7.5,17.99,10.49
1338680455,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,6.37,12.99,6.62
1250237092,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,7.7,17.99,10.29
1250237238,Permanent Record,Edward Snowden,15.41,30.0,14.59
1250027438,"Shadow and Bone (The Shadow and Bone Trilogy, 1)",Leigh Bardugo,3.17,10.99,7.82
1338712764,Cat Kid Comic Club: A Graphic Novel (Cat Kid Comic Club #1): From the Creator of Dog Man,Dav Pilkey,5.79,12.99,7.2
1250031818,Fly Away,Kristin Hannah,7.32,17.99,10.67
1338732870,The Ickabog,J. K. Rowling,14.56,26.99,12.43
1338741039,Dog Man: A Graphic Novel (Dog Man #1): From the Creator of Captain Underpants (1),Dav Pilkey,3.99,12.99,9.0
1338741047,Dog Man Unleashed: A Graphic Novel (Dog Man #2): From the Creator of Captain Underpants (2),Dav Pilkey,3.99,12.99,9.0
1338741055,Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (3),Dav Pilkey,3.91,12.99,9.08
1338741063,Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4),Dav Pilkey,3.99,12.99,9.0
1338741071,Dog Man: Lord of the Fleas: A Graphic Novel (Dog Man #5): From the Creator of Captain Underpants (5),Dav Pilkey,3.99,12.99,9.0
133874108X,Dog Man: Brawl of the Wild: A Graphic Novel (Dog Man #6): From the Creator of Captain Underpants (6),Dav Pilkey,3.99,12.99,9.0
125004443X,"Siege and Storm (The Shadow and Bone Trilogy, 2)",Leigh Bardugo,2.53,10.99,8.46
1250048672,A Street Cat Named Bob: And How He Saved My Life,James Bowen,7.1,16.99,9.89
125026569X,Cilka's Journey,Heather Morris,7.15,16.99,9.84
1250272610,"The Awakening: The Dragon Heart Legacy, Book 1 (The Dragon Heart Legacy, 1)",Nora Roberts,14.09,28.99,14.9
1250272815,"Forgotten in Death: An Eve Dallas Novel (In Death, 53)",J. D. Robb,11.06,28.99,17.93
1250272939,Legacy: A Novel,Nora Roberts,12.27,28.99,16.72
1250297141,"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,5.5,23.99,18.49
1250063167,"Ruin and Rising (The Shadow and Bone Trilogy, 3)",Leigh Bardugo,3.22,10.99,7.77
1250301696,The Silent Patient,Alex Michaelides,14.0,26.99,12.99
125030170X,The Silent Patient,Alex Michaelides,4.67,17.99,13.32
1250303885,5 Ingredients: Quick & Easy Food,Jamie Oliver,15.61,35.0,19.39
1250304458,The Maidens,Alex Michaelides,11.21,27.99,16.78
1250066115,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger M.D. FACLMGene Stone,15.49,32.5,17.01
1250069831,Nine Perfect Strangers,Liane Moriarty,6.6,17.99,11.39
1250070740,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,8.34,18.99,10.65
125007181X,Your Baby's First Word Will Be DADA,Jimmy Fallon,2.99,7.99,5.0
1250316774,"Red, White & Royal Blue: A Novel",Casey McQuiston,7.02,16.99,9.97
1338099132,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. RowlingJack ThorneJohn Tiffany,20.01,29.99,9.98
1250076226,Being Mortal: Medicine and What Matters in the End,Atul Gawande,6.61,17.0,10.39
9781250076960,"Six of Crows (Six of Crows, 1)",Leigh Bardugo,4.0,11.99,7.99
1250076978,"Crooked Kingdom (Six of Crows, 2)",Leigh Bardugo,4.61,11.99,7.38
1250080401,The Nightingale: A Novel,Kristin Hannah,9.71,17.99,8.28
1250754739,"The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)",Robert Jordan,23.4,42.99,19.59
1250757304,"Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)",Brandon Sanderson,5.0,25.99,20.99
1250759668,We Begin at the End,Chris Whitaker,11.2,27.99,16.79
1250770289,Me,Elton John,2.0,19.99,17.99
1250772907,Permanent Record,Edward Snowden,4.11,18.0,13.89
1250773024,"Ender's Game (The Ender Saga, 1)",Orson Scott Card,6.7,16.99,10.29
1250773652,Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series),Bill O'Reilly,12.01,39.99,27.98
133821666X,"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production: The Official Script Book of the Original West End Production",J. K. RowlingJack ThorneJohn Tiffany,5.01,12.99,7.98
1338216678,"Arthur A. Levine Books Harry Potter and the Cursed Child, Parts One and Two: The Official Play script of the Original West End Production: The Official Script Book of the Original West End Production",J. K. RowlingJack ThorneJohn Tiffany,6.0,29.99,23.99
1250777887,"Shadow and Bone (The Shadow and Bone Trilogy, 1)",Leigh Bardugo,5.94,12.99,7.05
1338233580,Flash Cards: Sight Words,"by Scholastic Teacher Resources (Author), Scholastic (Author)",0.61,3.49,2.88
1250107814,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think,Hans RoslingAnna Rosling RönnlundOla Rosling,13.2,27.99,14.79
1338236598,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,6.56,12.99,6.43
1250787572,7 Ways: Easy Ideas for Every Day of the Week [American Measurements],Jamie Oliver,17.71,35.0,17.29
1250787831,"Faithless in Death: An Eve Dallas Novel (In Death, 52)",J. D. Robb,2.99,19.99,17.0
1250114292,Humans,Brandon Stanton,17.5,35.0,17.5
125079076X,The Plot: A Novel,Jean Hanff Korelitz,12.01,28.0,15.99
1250120950,The Good Sister: A Novel,Sally Hepworth,11.2,27.99,16.79
1250122961,"Year One: Chronicles of The One, Book 1 (Chronicles of The One, 1)",Nora Roberts,7.16,17.99,10.83
1250123046,"Rise of Magicks (Chronicles of The One, 3)",Nora Roberts,5.77,17.99,12.22
1250123828,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think,Hans RoslingAnna Rosling RönnlundOla Rosling,6.4,17.99,11.59
1250130948,The Wife Between Us: A Novel,Greer HendricksSarah Pekkanen,7.01,16.99,9.98
1250132363,Behind Closed Doors: A Novel,B.A. Paris,8.19,16.99,8.8
9781400201655,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,13.32,26.99,13.67
1250144051,Wish,Barbara O'Connor,3.58,7.99,4.41
1338323210,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,5.23,12.99,7.76
1400030609,The Queen's Gambit: A Novel,Walter Tevis,7.08,16.95,9.87
1250145244,"All the Devils Are Here (Chief Inspector Gamache Novel, 16)",Louise Penny,4.39,17.99,13.6
1250145260,"The Madness of Crowds: A Novel (Chief Inspector Gamache Novel, 17)",Louise Penny,14.5,28.99,14.49
1400209609,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,10.58,27.99,17.41
9781400032716,The Curious Incident of the Dog in the Night-Time,Mark Haddon,7.71,15.0,7.29
1338535625,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,6.51,12.99,6.48
1400052173,The Immortal Life of Henrietta Lacks,Rebecca Skloot,13.68,28.0,14.32
9781400052189,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.9,17.0,12.1
1400062756,Mindset: The New Psychology of Success,Carol S. Dweck,10.77,28.0,17.23
9781400064168,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,16.08,30.0,13.92
1400069289,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,14.51,30.0,15.49
1400320119,Jesus Calling: Enjoying Peace in His Presence,Sarah Young,6.84,19.99,13.15
9781400321681,"Jesus Calling, Teen Cover, with Scripture references: Enjoy Peace in His Presence",Sarah Young,7.0,16.99,9.99
9781416591054,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S. C. Gwynne,11.58,28.99,17.41
1416591060,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S. C. Gwynne,5.71,18.0,12.29
1416914285,City of Bones (Mortal Instruments),Cassandra Clare,11.0,24.99,13.99
1416925082,Hatchet: 20th Anniversary Edition,Gary Paulsen,2.3,19.99,17.69
1401904599,Ask and It Is Given: Learning to Manifest Your Desires,Esther HicksJerry HicksWayne W. Dyer,6.1,15.99,9.89
1416927182,Chicka Chicka Boom Boom (Book & CD),John Archambault,3.73,10.99,7.26
1416936467,Hatchet,Gary Paulsen,2.48,8.99,6.51
1416936475,Hatchet,Gary Paulsen,2.89,8.99,6.1
9781416947370,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2.01,6.99,4.98
9781426216909,"50 States, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do",National GeographicJoe Yogerst,11.89,24.95,13.06
1419739034,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,7.24,14.99,7.75
1401958036,Light Seer's Tarot: A 78-Card Deck & Guidebook,Chris-Anne,7.53,24.99,17.46
1401958230,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,12.0,26.99,14.99
1401958451,"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis, Cys",Anthony William,18.0,34.99,16.99
1419741942,Hard Luck (Diary of a Wimpy Kid #8),Jeff Kinney,4.99,14.99,10.0
1419741969,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,6.21,14.99,8.78
1419741977,Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,6.21,14.99,8.78
1419741985,The Getaway (Diary of a Wimpy Kid Book 12),Jeff Kinney,6.91,14.99,8.08
1419741993,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,6.01,14.99,8.98
1423101456,"The Titan's Curse (Percy Jackson and the Olympians, Book 3)",Rick Riordan,6.24,17.99,11.75
1423101472,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,8.84,17.99,9.15
1423101480,"The Titan's Curse (Percy Jackson and the Olympians, Book 3)",Rick Riordan,2.99,7.99,5.0
9781423101505,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,1.94,7.99,6.05
1423103343,"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)",Rick Riordan,2.01,7.99,5.98
9781423140603,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,9.6,19.99,10.39
142314189X,Percy Jackson and the Olympians Hardcover Boxed Set,Rick Riordan,42.5,89.99,47.49
1423146727,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,7.79,19.99,12.2
1484724917,"The Blood of Olympus (The Heroes of Olympus, 5)",Rick Riordan,8.5,19.99,11.49
1426307934,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,6.23,14.95,8.72
1426308469,National Geographic Little Kids First Big Book of Dinosaurs (National Geographic Little Kids First Big Books),"by Catherine Hughes (Author), Franco Tempesta (Illustrator)",6.16,14.95,8.79
9781423199571,"Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An)",Mo Willems,4.57,9.99,5.42
1426310145,National Geographic Little Kids First Big Book of Space,"by Catherine Hughes (Author), David Aguilar (Illustrator)",5.96,14.95,8.99
9781426310492,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",by National Kids (Author),7.98,19.95,11.97
1419748688,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,7.61,14.99,7.38
9781426320965,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,8.75,19.99,11.24
1427201439,Dune: Book One in the Dune Chronicles,Frank Herbert,3.94,59.99,56.05
9781427268105,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger M.D. FACLMGene Stone,17.87,49.99,32.12
1433950618,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,18.69,29.95,48.64
1433832151,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)",American Psychological Association,19.83,54.99,74.82
143383216X,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,11.4,31.99,43.39
1433832178,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)",American Psychological Association,15.49,44.99,60.48
1432102400,"KJV Holy Bible, Standard Size, Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Burgundy",by Christian Art Publishers (Publisher),4.0,24.99,20.99
1432117971,"KJV Holy Bible, Giant Print Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Dark Brown",by Christian Art Publishers (Author),14.0,34.99,20.99
1432119575,"KJV Holy Bible, Large Print Compact, Saddle Tan Faux Leather w/Ribbon Marker, Red Letter, King James Version",by Christian Art Publishers (Author),4.6,19.99,15.39
1432132652,"KJV Holy Bible, Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Medium Brown",by Christian Art Publishers (Author),6.5,24.99,18.49
1432875922,A Long Walk to Water,Linda Sue Park,4.36,15.99,11.63
1440503257,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,9.96,19.95,9.99
1440579776,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,Dave Canterbury,6.6,16.99,10.39
9781421582696,"My Hero Academia, Vol. 1 (1)",Kohei HorikoshiCaleb D. Cook,2.01,9.99,7.98
1439102813,Still Alice,Lisa Genova,5.49,16.99,11.5
1439156964,The Glass Castle: A Memoir (Scribner Classics),Jeannette Walls,13.01,30.0,16.99
1439167346,How to Win Friends and Influence People,Dale Carnegie,9.61,28.0,18.39
9781439177730,I Am Pilgrim: A Thriller,Terry Hayes,7.21,18.0,10.79
1439193630,On Writing: A Memoir of the Craft,Stephen King,8.52,27.0,18.48
9781442450707,Chicka Chicka Boom Boom (Board Book),John Archambault,3.4,7.99,4.59
1443456624,The 5 AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,7.72,23.99,16.27
1443460710,The 5 AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,10.7,17.99,7.29
9781449474256,Milk and Honey,Rupi Kaur,7.61,14.99,7.38
1449483186,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,Thomas Kinkade,6.2,12.99,6.79
1449486797,The Sun and Her Flowers,Rupi Kaur,7.99,16.99,9.0
1449486800,Home Body,Rupi Kaur,9.51,16.99,7.48
1449494862,Trapped in a Video Game (Volume 1),Dustin Brady,5.0,9.99,4.99
1449495761,The Sun and Her Flowers,Rupi Kaur,9.57,21.99,12.42
1449496083,Trapped in a Video Game (Volume 1),Dustin Brady,3.49,13.99,10.5
9781449496364,Milk and Honey,Rupi Kaur,2.0,19.99,17.99
1450805752,"World of Eric Carle, Around the Farm Animal 30-Button Sound Book - Great for First Words - PI Kids","by Editors of Publications International (Editor), Eric Carle (Illustrator)",4.85,16.98,12.13
1477821031,"As the Crow Flies (DI Nick Dixon Crime, 1)",Damien Boyd,4.36,15.95,11.59
1477824758,Yellow Crocus,Laila Ibrahim,7.96,14.95,6.99
9781477825570,"My Sister's Grave (Tracy Crosswhite, 1)",Robert Dugoni,8.46,15.95,7.49
1465478906,"Marvel Encyclopedia, New Edition",Stephen WiacekDKStan Lee,17.96,40.0,22.04
9781472229953,The Letter,Kathryn Hughes,1.5,13.99,12.49
1478913649,Hamilton: The Revolution,Lin-Manuel MirandaJeremy McCarter,20.02,35.0,14.98
149266247X,How to Catch a Mermaid,Adam WallaceAndy Elkerton,5.96,10.99,5.03
1492663999,Sold on a Monday: A Novel,Kristina McMorris,8.0,15.99,7.99
1492669733,How to Catch a Unicorn,Adam WallaceAndy Elkerton,5.5,10.99,5.49
1492670022,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,by America's Test Kitchen Kids (Author),8.5,19.99,11.49
1492671525,The Book Woman of Troublesome Creek: A Novel,Kim Michele Richardson,8.0,15.99,7.99
1492691631,The Book Woman of Troublesome Creek: A Novel,Kim Michele Richardson,11.6,25.99,14.39
1484707230,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians),Rick Riordan,16.2,35.0,18.8
1484746457,"The Tower of Nero (Trials of Apollo, The Book Five) (Trials of Apollo, 5)",Rick Riordan,6.87,19.99,13.12
1484746694,Gravity Falls: Journal 3,Alex HirschRob Renzetti,4.0,19.99,15.99
1454938684,The Modern Witch Tarot Deck (Modern Tarot Library),Lisa Sterle,5.14,24.95,19.81
1451645856,Ordinary Grace,William Kent Krueger,6.81,17.0,10.19
1451648537,Steve Jobs: The Exclusive Biography,Walter Isaacson,17.79,35.0,17.21
9781455520633,The Longest Ride,Nicholas Sparks,0.99,8.99,8.0
9781451673319,Fahrenheit 451,Ray Bradbury,8.71,17.0,8.29
1455539740,Hamilton: The Revolution,Lin-Manuel MirandaJeremy McCarter,26.31,50.0,23.69
1455542679,"The Black Book (A Black Book Thriller, 1)",James PattersonDavid Ellis,4.82,16.99,12.17
1455559806,"Memory Man (Memory Man Series, 1)",David Baldacci,5.49,9.99,4.5
1451695195,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,by Eben Alexander (Author),6.51,17.0,10.49
9781451696196,The Perks of Being a Wallflower,Stephen Chbosky,8.8,15.99,7.19
9781455563920,Pachinko (National Book Award Finalist),Min Jin Lee,4.83,17.99,13.16
1455570249,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,by Admiral William H. McRaven (Author),8.06,20.0,11.94
9781501100109,10-Day Green Smoothie Cleanse,JJ Smith,7.08,16.99,9.91
1455586692,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,13.01,28.0,14.99
1501110349,November 9: A Novel,Colleen Hoover,5.72,16.99,11.27
1501110365,It Ends with Us: A Novel,Colleen Hoover,7.52,16.99,9.47
1501111108,Grit: The Power of Passion and Perseverance,Angela Duckworth,10.41,28.99,18.58
1481455923,City of Bones (1) (The Mortal Instruments),Cassandra Clare,3.75,14.99,11.24
1501111116,Grit: The Power of Passion and Perseverance,Angela Duckworth,8.11,17.99,9.88
1481486292,Hatchet: 30th Anniversary Edition,Gary Paulsen,3.0,9.99,6.99
9781501127625,Steve Jobs,Walter Isaacson,6.01,22.0,15.99
1501128035,The Unhoneymooners,Christina Lauren,8.55,16.99,8.44
1501130781,The Choice: Embrace the Possible,by Dr. Edith Eva Eger (Author),4.17,27.0,22.83
150113079X,The Choice: Embrace the Possible,by Dr. Edith Eva Eger (Author),7.63,18.0,10.37
1501132954,The Woman in Cabin 10,Ruth Ware,8.8,16.0,7.2
